lca_id,used_in_sampleset,emission_factor_s1_per_euro,emission_factor_s2_per_euro,emission_factor_s3_per_euro,emission_factor_per_euro,nace_2_list,nace_section_list
79445a38-585c-4c6e-8c26-489e86e17599,true,0.013547,0.013385,0.04511,0.072042,"[""G46""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
1e4fb33f-fbe9-4bb6-806d-67e8e7e4fbb4,true,0.007474,0.008041,0.144193,0.159708,"[""C31""]","[""Manufacturing""]"
3c2dc3e3-35d7-4380-9f82-a94b5d285910,true,0.016309,0.036236,0.555037,0.607582,"[""C24"",""C25"",""C27""]","[""Manufacturing""]"
dc7c7782-7cb6-42a1-a091-11eca4d76daf,true,0.010912,0.018111,0.045622,0.074645,"[""R90"",""R91""]","[""Arts, entertainment and recreation""]"
3cfd8da1-bd13-4902-8e8d-ef2328d4d7fc,true,0.029712,0.011151,0.222133,0.262996,"[""B08"",""C10""]","[""Manufacturing"",""Mining and quarrying""]"
b2cf0f5c-fa0c-4964-afa8-c5de83f04c54,true,0.007474,0.008041,0.144193,0.159708,"[""C31""]","[""Manufacturing""]"
3ef6e2e6-f114-44b6-abc1-c4e64b9842e5,true,0.017576,0.021335,0.153779,0.19269,"[""C15""]","[""Manufacturing""]"
deb2b02e-64dc-4c36-adf1-22903e73b8a8,true,0.004591,0.039564,0.169367,0.213522,"[""L68""]","[""Real estate activities""]"
f9435a4c-eb56-4b2d-8d71-7210d5e43fa4,true,0.004356,0.008607,0.044324,0.057287000000000005,"[""K66""]","[""Financial and insurance activities""]"
42d6d7a9-84bd-4962-90f2-eb9acf96cc2f,true,0.022524,0.022254,0.075002,0.11978,"[""G47""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
5c51b7d3-db02-4128-b7bc-002c028b08d5,true,0.003302,0.004793,0.0327,0.040795,"[""J59""]","[""Information and communication""]"
91bb83c3-aede-4c21-95d2-ee2378d19544,true,0.469043,0.079424,0.309092,0.857559,"[""E38""]","[""Water supply; sewerage, waste management and remediation activities""]"
3e15299b-220c-440c-a67a-d6d5173d16a0,true,0.003552,0.009016,0.063814,0.07638199999999999,"[""N79""]","[""Administrative and support service activities""]"
364dec49-250a-4115-a41b-bd75175c5729,true,0.004279,0.01086,0.076866,0.092005,"[""N77""]","[""Administrative and support service activities""]"
a47cdf34-06c8-40f5-9dfb-c020af7d7c17,true,0.021218,0.020964,0.070654,0.11283599999999999,"[""G47""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
1ba057e9-7775-45dc-ba2b-ce254ba53159,true,0.004481,0.005347,0.074366,0.084194,"[""C26""]","[""Manufacturing""]"
a0692d03-a2e0-41ce-8385-18d6652c5311,false,0.053847,0.005791,0.067086,0.126724,"[""C24"",""C28""]","[""Manufacturing""]"
e923f4ac-4284-4fd0-b7e0-32c0c17b307c,false,0.28849,0.052973,0.427563,0.769026,"[""C20""]","[""Manufacturing""]"
725bfa6c-5d32-4f44-a4c8-32cfa7fa9c16,true,0.441062,0.000972,0.266233,0.708267,"[""H50""]","[""Transportation and storage""]"
d71d0d04-77a0-4510-939c-84d2d743f84a,false,0.023504,0.023221,0.078263,0.124988,"[""G46""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
5b1c031c-8629-4bb6-9620-4d8e595b55d5,true,0.07178,0.026938,0.536639,0.635357,"[""C10""]","[""Manufacturing""]"
af44323e-10b9-481d-9e6f-e02914fa84a4,true,0.023504,0.023221,0.078263,0.124988,"[""G46""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
b0fe48df-02a2-415b-bd22-98755bac9c4c,true,0.163456,0.030014,0.242253,0.43572299999999997,"[""C20""]","[""Manufacturing""]"
e1b70807-2246-4e49-ab3e-41c0637cca29,false,0.011276,0.013057,0.168357,0.19269,"[""C25""]","[""Manufacturing""]"
da21c2f4-50a4-4632-bcee-1971a7f38c58,true,0.309952,0.026918,0.129232,0.466102,"[""C23""]","[""Manufacturing""]"
ae3d6d0c-70a1-4147-bbbe-5afd5da15c82,true,0.210848,0.089339,0.216258,0.516445,"[""H49""]","[""Transportation and storage""]"
468810ab-f818-448c-80eb-6d77e536e206,false,0.573719,0.243093,0.588439,1.405251,"[""H49""]","[""Transportation and storage""]"
311f35df-d89a-4f44-81be-b4dd97b1dbb7,true,0.004481,0.011372,0.080492,0.09634499999999999,"[""N82""]","[""Administrative and support service activities""]"
4b0dbae4-184f-402b-9ad1-221f9aad8d55,true,0.065005,0.033927,0.086814,0.185746,"[""S96""]","[""Other service activities""]"
7145706e-6a14-4511-a6ce-792f2a6c26a2,true,0.012521,0.015417,0.068407,0.09634499999999999,"[""M74""]","[""Professional, scientific and technical activities""]"
a1767164-a51d-4059-ba16-74c61bfda993,true,0.549831,0.017637,0.134725,0.702193,"[""A01""]","[""Agriculture, forestry and fishing""]"
fec08771-70a8-417c-b5d2-e0cf5ca9b36a,true,0.023504,0.023221,0.078263,0.124988,"[""G46""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
de359305-09b0-41c3-ae5b-28db5c497715,true,0.005572,0.008978,0.129533,0.14408300000000002,"[""C28""]","[""Manufacturing""]"
efa891d6-7a5e-4cbb-8f1c-08957a54ab80,true,0.011088,0.007426,0.229726,0.24824000000000002,"[""C25"",""C30""]","[""Manufacturing""]"
7f486450-f12b-4fa7-80b9-5715b754b39b,true,0.15411,0.013384,0.064255,0.231749,"[""C23""]","[""Manufacturing""]"
e231ef3a-300e-4e8d-8aef-5248d5f5475c,true,0.011619,0.014306,0.063477,0.08940200000000001,"[""M71""]","[""Professional, scientific and technical activities""]"
59b026da-4395-45bf-ab67-4ef3d883b2b0,true,0.003723,0.005405,0.036874,0.046002,"[""J58""]","[""Information and communication""]"
499e3c96-1165-4abf-869d-57c923840e67,true,0.37966,0.069714,0.562684,1.012058,"[""C20"",""C21""]","[""Manufacturing""]"
bcaec475-c1a7-44fc-88ae-62bb46f35a63,true,0.022555,0.019041,0.052145,0.09374099999999999,"[""P85""]","[""Education""]"
ee9be061-cbe1-45f1-a210-3d4b13e93d51,true,0.003899,0.004195,0.075231,0.08332500000000001,"[""C21"",""C28"",""C30"",""C32""]","[""Manufacturing""]"
6f0c5d45-5cb5-46f5-ab16-f1234757d469,true,0.016006,0.02212,0.073843,0.11196900000000001,"[""Q87""]","[""Human health and social work activities""]"
24d7a7c2-bc55-4b4c-8767-ae1005b0b3f5,false,0.017922,0.009354,0.023935,0.051211000000000007,"[""S94""]","[""Other service activities""]"
c8f1753d-dd65-4653-9397-8c5e316815ea,false,0.362729,0.066605,0.53759,0.966924,"[""C20""]","[""Manufacturing""]"
ceda5130-7d85-4af7-9a43-ce18e14e52c3,true,0.003192,0.007092,0.108629,0.118913,"[""C27""]","[""Manufacturing""]"
a087e95d-1171-4010-b754-5648c4208734,true,0.003087,0.003321,0.059558,0.065966,"[""C33"",""S95""]","[""Manufacturing"",""Other service activities""]"
b51fe27e-3d3f-4386-b91f-3acc91a891db,false,1.934941,0.062067,0.474117,2.4711250000000002,"[""A01""]","[""Agriculture, forestry and fishing""]"
e8805c83-9f40-4365-9a9d-0cc4995132cd,false,0.291567,0.009353,0.071442,0.372362,"[""A01""]","[""Agriculture, forestry and fishing""]"
6e5173a9-213b-4e47-bbf3-2ee04930a3b9,false,0.023504,0.023221,0.078263,0.124988,"[""G46""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
4a94c41f-8cf9-485d-b80b-047d1be59d31,true,0.00658,0.007079,0.126952,0.140611,"[""C33"",""H52""]","[""Manufacturing"",""Transportation and storage""]"
7b1adf11-e8f4-469c-9d7d-fd68369e9a72,false,0.180785,0.005799,0.044298,0.230882,"[""A01""]","[""Agriculture, forestry and fishing""]"
d921c034-c158-4bc1-afc2-ab255d2b976b,true,0.011915,0.011772,0.039675,0.063362,"[""G46"",""G47"",""S95""]","[""Other service activities"",""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
929a5a24-f907-4ef6-9ddf-9d99538bda11,true,0.085961,0.015784,0.1274,0.22914500000000002,"[""C20""]","[""Manufacturing""]"
b31d3a31-981b-4ab0-a544-23b7ded5a014,true,0.165135,0.06997,0.169372,0.404477,"[""H49""]","[""Transportation and storage""]"
618c6d71-1e45-46a2-92bb-4dc9225f9b06,true,0.010298,0.014232,0.047511,0.072041,"[""Q86""]","[""Human health and social work activities""]"
3b4c7296-a47b-4c1e-ad6c-9e6695eadb2a,false,0.291567,0.009353,0.071442,0.372362,"[""A01""]","[""Agriculture, forestry and fishing""]"
fbf1297d-ac6f-4b48-93c2-fe464c5e4bc1,true,0.03797,0.019817,0.050709,0.108496,"[""S96""]","[""Other service activities""]"
4364e8a1-26a9-40a6-855b-b9a5c4287976,false,0.014387,0.028428,0.146403,0.189218,"[""K64""]","[""Financial and insurance activities""]"
64ccd8a0-9761-48d8-a78c-ba8ec6b48053,false,0.009611,0.013166,0.139534,0.16231099999999998,"[""C16""]","[""Manufacturing""]"
b70b94bd-bc18-4ef9-a833-51975140740a,true,0.029817,0.049491,0.124666,0.203974,"[""R93""]","[""Arts, entertainment and recreation""]"
7776b65e-5451-472e-a3b6-f0fd28d6fddd,true,0.047994,0.025049,0.064097,0.13713999999999998,"[""S96""]","[""Other service activities""]"
06dbbd8f-6cf0-4a37-9392-0de4e7a43ac0,true,0.029817,0.049491,0.124666,0.203974,"[""R93""]","[""Arts, entertainment and recreation""]"
60c4c99f-2082-4ea2-a02b-e0bf6272be28,true,0.010603,0.013056,0.05793,0.081589,"[""M74""]","[""Professional, scientific and technical activities""]"
45f60da8-afc6-4284-ae02-f6fab8e4e537,true,0.731975,0.02348,0.179355,0.9348099999999999,"[""A01""]","[""Agriculture, forestry and fishing""]"
ed3ad471-1416-4723-8a85-9151e56dd428,true,0.200571,0.084985,0.205717,0.49127300000000007,"[""H49""]","[""Transportation and storage""]"
45b50ea6-5aac-4154-bc71-3dfa61c353cf,true,0.009261,0.009964,0.178674,0.197899,"[""C25"",""C28"",""C32""]","[""Manufacturing""]"
cd86b0c9-e172-4138-8346-2dd65701e321,true,0.022524,0.022254,0.075002,0.11978,"[""G47""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
3175855c-a24f-4c33-ac26-5bc7ab5b5a07,false,0.017922,0.009354,0.023935,0.051211000000000007,"[""S94""]","[""Other service activities""]"
7f3682a8-3ff6-43f6-87e1-b2966370864e,false,0.477788,0.015326,0.117072,0.610186,"[""A01""]","[""Agriculture, forestry and fishing""]"
1332fc9e-b371-451b-8a4c-f56b4d107873,true,0.017576,0.021335,0.153779,0.19269,"[""C14"",""C15""]","[""Manufacturing""]"
d136cf07-58a8-4ffc-b50a-a802ce642c1f,false,0.126503,0.013605,0.157607,0.297715,"[""C24"",""C25"",""C27"",""C30""]","[""Manufacturing""]"
e9a52fdb-f4f1-4822-9bc9-f40b207def8c,true,0.022078,0.036644,0.092306,0.151028,"[""R92""]","[""Arts, entertainment and recreation""]"
cbc15054-19cc-4bbe-9efa-97537b27fbd8,false,0.002377,0.00528,0.080877,0.088534,"[""C27""]","[""Manufacturing""]"
81d605c5-cea3-4e70-b658-9782c005c647,true,0.398799,0.00142,0.158756,0.558975,"[""H51""]","[""Transportation and storage""]"
d2842bbc-6671-412d-afda-92594ec6934a,true,0.086315,0.002769,0.02115,0.110234,"[""A01""]","[""Agriculture, forestry and fishing""]"
e79fb367-1967-4234-b654-22166f40b5ba,true,0.002987,0.007582,0.053661,0.06423,"[""N80""]","[""Administrative and support service activities""]"
292fbcee-c66a-40ba-943c-b01441917206,false,0.054695,0.01133,0.145761,0.211786,"[""H52""]","[""Transportation and storage""]"
5766210d-bd80-4811-83e3-920ed4042c57,false,0.004356,0.008607,0.044324,0.057287000000000005,"[""K64"",""L68""]","[""Financial and insurance activities"",""Real estate activities""]"
a6e574dc-188e-4e9c-a552-eb57cb8c80aa,true,0.007855,0.012656,0.182595,0.203106,"[""C28""]","[""Manufacturing""]"
956fe974-2420-477f-990a-82036262e5c9,true,0.398799,0.00142,0.158756,0.558975,"[""H51""]","[""Transportation and storage""]"
74689593-6bc1-4fde-a07f-9ec99b675924,true,0.00475,0.005766,0.041562,0.052078,"[""C14""]","[""Manufacturing""]"
c5f2414c-d26c-468f-9cc6-3d6fbc5bb82e,true,0.016241,0.026957,0.067903,0.111101,"[""R93"",""S94""]","[""Arts, entertainment and recreation"",""Other service activities""]"
1d09b3d8-a9b9-47b9-b68a-da1137ddfbe9,true,0.195668,0.016993,0.081582,0.29424300000000003,"[""C23""]","[""Manufacturing""]"
b9a18c9f-21e8-4888-a596-2ff9c0a4b6df,true,0.0354,0.013285,0.264654,0.313339,"[""C10""]","[""Manufacturing""]"
696b1e26-394a-4781-9185-af0ba3f9d721,true,0.102567,0.018833,0.152012,0.273412,"[""C20""]","[""Manufacturing""]"
42e71720-43aa-4b5f-a5a8-344c21f72e51,true,0.005058,0.007343,0.050093,0.062493999999999994,"[""J58""]","[""Information and communication""]"
047ffce8-26ec-4a66-86b9-7825f57d8589,true,0.441062,0.000972,0.266233,0.708267,"[""H50""]","[""Transportation and storage""]"
090682e8-d35f-46a1-98ad-4318f05f6cce,true,0.003371,0.003627,0.065043,0.07204100000000001,"[""C32""]","[""Manufacturing""]"
1dbfeb08-c6d5-4828-8b90-4fe146fec8f0,true,0.003271,0.002339,0.042128,0.047738,"[""C29""]","[""Manufacturing""]"
bf6cf984-e43a-42b8-8edd-dd6798026305,true,0.010298,0.014232,0.047511,0.072041,"[""Q86""]","[""Human health and social work activities""]"
bbea19cd-05ca-4539-b592-ee5c315be7bb,true,0.006091,0.0075,0.033279,0.04687,"[""M69""]","[""Professional, scientific and technical activities""]"
377b574b-34c3-498f-92a0-5a90434fcdec,true,0.005544,0.010954,0.056412,0.07291,"[""K64""]","[""Financial and insurance activities""]"
37ce0eec-b7ac-4609-91f7-87ed0cb603b0,true,0.043343,0.016266,0.324036,0.383645,"[""C10""]","[""Manufacturing""]"
74e713fd-60fb-45d9-acc6-d936da73a90c,false,0.115591,0.021225,0.171315,0.308131,"[""C20""]","[""Manufacturing""]"
f05b4acc-d316-47f7-98ca-08ffcc745999,true,0.030359,0.029994,0.10109,0.161443,"[""G47""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
61700843-2130-445e-930d-b36aa4c2933e,true,0.180785,0.005799,0.044298,0.230882,"[""A01"",""A03""]","[""Agriculture, forestry and fishing""]"
71e3a50d-84dc-406e-93ce-e9ddd5e18e1d,false,0.398799,0.00142,0.158756,0.558975,"[""H51""]","[""Transportation and storage""]"
34095397-8d19-4196-8db7-29a74d4a34d1,true,0.004915,0.005288,0.094822,0.10502500000000001,"[""C14"",""C16"",""C20"",""C22"",""C25"",""C28"",""C32""]","[""Manufacturing""]"
6845a3eb-38b0-4b6c-964e-6154eaf4e9c3,true,0.029238,0.024683,0.067596,0.121517,"[""P85""]","[""Education""]"
fc9fd6bd-368b-4e79-af78-eaf624d513c2,true,0.022555,0.019041,0.052145,0.09374099999999999,"[""P85""]","[""Education""]"
f1b7330f-5524-4e93-b1be-c8f981405dd8,false,0.039009,0.011274,0.049534,0.099817,"[""C17"",""C20"",""C25""]","[""Manufacturing""]"
3fb53efa-e16f-42ee-8260-1637fadd841f,true,0.004752,0.009389,0.048353,0.062494,"[""K64""]","[""Financial and insurance activities""]"
a5ddbf4c-522c-48a3-99ea-4d2fea865262,false,0.018117,0.0179,0.060328,0.096345,"[""G47""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
93af3071-4511-4c8b-8067-6a08b85b3a53,true,0.012495,0.014469,0.186558,0.213522,"[""C25"",""C30""]","[""Manufacturing""]"
70674dfb-affb-4800-bccb-325edcdb6401,true,0.2303,0.02,0.096022,0.346322,"[""C23""]","[""Manufacturing""]"
4b9d02d8-94d8-4e2e-9c2f-a6d938e78dfb,true,0.16154,0.017374,0.201259,0.380173,"[""C24""]","[""Manufacturing""]"
7911136d-e708-400c-8c85-5e7ecd6e4baf,true,0.008719,0.011595,0.075163,0.09547699999999999,"[""C22"",""C31""]","[""Manufacturing""]"
c4472067-4ea2-404b-b24e-ac6fd7d10ec0,true,0.00475,0.005766,0.041562,0.052078,"[""C14""]","[""Manufacturing""]"
ca0204be-0955-4dc9-836e-1a2a013f6928,true,0.030359,0.029994,0.10109,0.161443,"[""G47""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
b1f70d49-8b37-4e94-8ae1-f8074d335974,true,0.016659,0.007415,0.151257,0.17533100000000001,"[""F42"",""F43""]","[""Construction""]"
5134b35c-71c0-469a-8c38-7601d93c8f90,true,0.004279,0.01086,0.076866,0.092005,"[""N77""]","[""Administrative and support service activities""]"
2eed4e78-17f3-4231-bad7-8ff871f4d444,true,0.006938,0.009505,0.100733,0.117176,"[""C16""]","[""Manufacturing""]"
775887a1-c57f-4c49-a6b9-9f175c7966ca,true,0.085425,0.007419,0.035617,0.128461,"[""C23""]","[""Manufacturing""]"
1f260943-2832-4626-b203-b9a0a2afc530,true,0.005841,0.006764,0.087212,0.099817,"[""C20"",""C25""]","[""Manufacturing""]"
62bd9eb5-a688-4955-a11d-4e04bee91d05,true,0.017922,0.024007,0.083928,0.125857,"[""I55""]","[""Accommodation and food service activities""]"
7d59a301-3a1b-4574-acb6-52ebd487912a,true,0.014326,0.01764,0.078267,0.110233,"[""M75""]","[""Professional, scientific and technical activities""]"
bf888e35-7bcb-4203-98e7-94c982ea4b00,true,0.022524,0.022254,0.075002,0.11978,"[""G47""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
39eaa641-53ef-4e13-9593-5121ad495b29,true,0.009588,0.011806,0.052384,0.073778,"[""M70"",""M73""]","[""Professional, scientific and technical activities""]"
54db8374-8615-49cf-a44f-18e43d837969,true,0.023436,0.008795,0.175214,0.207445,"[""A03"",""C10""]","[""Agriculture, forestry and fishing"",""Manufacturing""]"
d5edfb1f-9049-4874-88e8-1201ce54cc8f,false,0.017922,0.009354,0.023935,0.051211000000000007,"[""S94""]","[""Other service activities""]"
23f60625-d261-4d9e-aed0-7dc67bf73f77,true,0.013443,0.009612,0.173108,0.196163,"[""C23"",""C29""]","[""Manufacturing""]"
66b7c07c-59b9-4672-ae1a-d9f4833a69a2,true,0.003087,0.003321,0.059558,0.065966,"[""C33""]","[""Manufacturing""]"
b486e9c2-dd7c-489f-9ff6-c151c50065bb,true,0.011361,0.008123,0.146299,0.165783,"[""C27"",""C28"",""C29""]","[""Manufacturing""]"
f49ad981-b1ee-4ca5-9a31-daef5ba2d7cf,true,0.004915,0.005288,0.094822,0.10502500000000001,"[""C31""]","[""Manufacturing""]"
363301f3-4a0a-489d-b071-4cce6844a27a,false,0.731975,0.02348,0.179355,0.9348099999999999,"[""A01""]","[""Agriculture, forestry and fishing""]"
da646012-e414-4876-bde8-b0037ecbc4e6,true,0.003938,0.033935,0.14527,0.183143,"[""F41"",""L68""]","[""Construction"",""Real estate activities""]"
3de220da-1d67-441b-bfd2-b9f374657232,false,0.004481,0.011372,0.080492,0.09634499999999999,"[""N82""]","[""Administrative and support service activities""]"
692d161b-4f22-4611-8ca5-9ab216979367,true,0.001914,0.003782,0.019476,0.025172,"[""K66""]","[""Financial and insurance activities""]"
c4ae30fe-19c2-4d06-8bce-f9593f76b8cf,true,0.022194,0.014057,0.073982,0.110233,"[""A03""]","[""Agriculture, forestry and fishing""]"
ec59e217-2cbf-4e01-82ab-3a3f373141e8,true,0.001914,0.003782,0.019476,0.025172,"[""K66""]","[""Financial and insurance activities""]"
0869f4d4-337c-4b17-9617-ec6e468eaad4,true,0.015614,0.020766,0.134611,0.170991,"[""C13"",""C15"",""C22""]","[""Manufacturing""]"
c5a942ef-badc-4ec2-8d6f-9a58d15ecd31,true,0.0141,0.017362,0.077035,0.10849700000000001,"[""M74""]","[""Professional, scientific and technical activities""]"
7c66f55b-114f-4dcf-a6c9-2a47971ad1e6,true,0.003695,0.00441,0.061333,0.069438,"[""C26""]","[""Manufacturing""]"
c6a27557-9588-4530-a202-c053c0e9fa61,true,0.210848,0.089339,0.216258,0.516445,"[""H49""]","[""Transportation and storage""]"
9b5884cb-c08c-4568-af44-4769b202e507,true,0.017649,0.007856,0.160242,0.185747,"[""F43"",""N81""]","[""Administrative and support service activities"",""Construction""]"
d2af1009-1b3f-41f5-add4-49689aa62c66,true,0.022334,0.030865,0.103037,0.15623599999999999,"[""Q86""]","[""Human health and social work activities""]"
a6598ecd-519b-4435-945c-fd791b72c79d,true,0.025952,0.02564,0.086416,0.13800800000000002,"[""G46""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
63167638-94f4-4998-bd67-292d654afabf,true,0.031287,0.01633,0.041785,0.08940200000000001,"[""S95""]","[""Other service activities""]"
2619b254-1d20-4098-aa26-26fd80ca02f9,true,0.003894,0.007694,0.039623,0.051211,"[""K64""]","[""Financial and insurance activities""]"
b4197421-dc37-46d1-aaa4-c823d1901836,false,0.477788,0.015326,0.117072,0.610186,"[""A01""]","[""Agriculture, forestry and fishing""]"
3f38d7f4-dd41-4e7f-9117-7d6b94ae4588,true,0.003021,0.004386,0.029917,0.037323999999999996,"[""J58""]","[""Information and communication""]"
9705a8c7-b0b0-4dcb-95de-029c7d6a17ea,true,0.020887,0.007838,0.156153,0.184878,"[""C10""]","[""Manufacturing""]"
a62bb954-8991-46a2-8310-329ef43b808f,true,0.002609,0.005798,0.088806,0.097213,"[""C27""]","[""Manufacturing""]"
5dcd339b-7d85-49cc-8279-3d4cb2422696,false,0.003302,0.004793,0.0327,0.040795,"[""J59""]","[""Information and communication""]"
024af0b3-0556-4862-bf24-8215f114f167,true,0.002107,0.013998,0.052464,0.06856899999999999,"[""J60"",""J61""]","[""Information and communication""]"
ed1f2c6f-57d3-4538-ba03-2013065837b2,true,0.205906,0.040371,0.222429,0.46870599999999996,"[""B07""]","[""Mining and quarrying""]"
c5d4a965-f4af-423a-9c4b-8774d5008670,true,0.549831,0.017637,0.134725,0.702193,"[""A01""]","[""Agriculture, forestry and fishing""]"
0a04dc2f-b699-4ba1-a115-1ff33a1b74d2,true,0.002508,0.016656,0.062426,0.08159,"[""J60"",""J61""]","[""Information and communication""]"
39b90027-4bb7-4004-8392-b353f86cf217,true,0.003723,0.005405,0.036874,0.046002,"[""J58""]","[""Information and communication""]"
17ba255f-76da-4b14-a1b5-710050975f7e,true,0.022555,0.019041,0.052145,0.09374099999999999,"[""P85""]","[""Education""]"
943abcaa-5ec9-46a5-a965-d5b13d22444d,true,0.014641,0.020233,0.067546,0.10242,"[""Q88""]","[""Human health and social work activities""]"
1fa659eb-e6ee-4b3c-b2ef-614feb3d6f54,true,0.003894,0.007694,0.039623,0.051211,"[""K64""]","[""Financial and insurance activities""]"
c0696e19-f887-4edc-abab-493a1568fec2,false,0.017597,0.021667,0.096139,0.135403,"[""M72""]","[""Professional, scientific and technical activities""]"
bcf551bf-1ee5-4a93-ad59-07f4c80f50a2,true,0.004364,0.007031,0.101442,0.112837,"[""C28""]","[""Manufacturing""]"
320f4d48-f53a-49dd-9824-b5e13c34dc3b,true,0.018226,0.008113,0.165484,0.191823,"[""F43""]","[""Construction""]"
88c48a5e-77a9-4337-99b5-ef16723b8cfb,false,0.022555,0.019041,0.052145,0.09374099999999999,"[""P85""]","[""Education""]"
e39a0886-e2e4-4062-bbaf-cdb9d3476c45,false,0.153688,0.02822,0.227776,0.409684,"[""C20""]","[""Manufacturing""]"
e4bfff53-cf25-4315-9647-033fd4e19da9,false,0.009588,0.011806,0.052384,0.073778,"[""M73""]","[""Professional, scientific and technical activities""]"
ab01309a-53ff-416f-8ff6-a5195c46664b,true,0.029817,0.049491,0.124666,0.203974,"[""R93""]","[""Arts, entertainment and recreation""]"
8c937422-12c4-4dc5-aa1e-f218303bbc2c,true,0.023504,0.023221,0.078263,0.124988,"[""G46""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
cacefaca-a55b-444b-ae45-79d757c3c5bd,true,0.004834,0.0052,0.093255,0.103289,"[""C32""]","[""Manufacturing""]"
04436f29-7d57-4d56-9177-6a123a0959f3,true,0.022194,0.014057,0.073982,0.110233,"[""A03""]","[""Agriculture, forestry and fishing""]"
0273c9d8-67a6-48f0-971a-fe2669d7ae81,true,0.003493,0.003758,0.067394,0.07464499999999999,"[""C32""]","[""Manufacturing""]"
fa897fa0-d9a5-4ef2-a186-165e799b8b4a,true,0.003302,0.004793,0.0327,0.040795,"[""J59""]","[""Information and communication""]"
761370f2-d5a1-4b21-aac6-0bdafc78b324,true,0.276614,0.008873,0.067779,0.3532660000000001,"[""A01""]","[""Agriculture, forestry and fishing""]"
41016bdb-01f8-479b-88b3-bb0c009d8759,true,0.00475,0.005766,0.041562,0.052078,"[""C14""]","[""Manufacturing""]"
f724dee7-0256-4df5-9c45-9b22f80386ef,false,0.015343,0.015158,0.051089,0.08159,"[""G47""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
a1848aa4-ad0a-4a7f-894c-4693b2adcf13,true,0.200571,0.084985,0.205717,0.49127300000000007,"[""H49""]","[""Transportation and storage""]"
f1f17cba-5ef3-4fd7-bbe8-6d6cd6d65769,true,0.103459,0.029901,0.131373,0.264733,"[""C17""]","[""Manufacturing""]"
a54a83dc-cd94-4542-bcb3-634db81d2fbf,true,0.030399,0.011408,0.227265,0.269072,"[""C10""]","[""Manufacturing""]"
c3b9bcc1-fb81-441f-a49f-f5c443587ff3,true,0.018226,0.008113,0.165484,0.191823,"[""F43""]","[""Construction""]"
45412c8f-416a-4bfc-b399-68e0a9cae0ac,true,0.022555,0.019041,0.052145,0.09374099999999999,"[""P85""]","[""Education""]"
32d19016-62ff-4666-a289-f0a920993de6,true,0.002178,0.004303,0.022162,0.028643000000000002,"[""K65""]","[""Financial and insurance activities""]"
42156b3c-6946-4f46-bf6d-a6f7e9f830dc,true,0.004031,0.034739,0.148712,0.187482,"[""F41"",""L68""]","[""Construction"",""Real estate activities""]"
257cbf82-3520-4665-8949-d886eb7806ec,false,0.90042,0.078197,0.375423,1.35404,"[""C23""]","[""Manufacturing""]"
a14bb6b7-5c49-49ed-a459-08e5c39de897,true,0.017628,0.017416,0.058698,0.093742,"[""G46""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
5ac3d1be-bc25-48af-a781-d358b7ae4673,true,0.009904,0.011469,0.147881,0.16925400000000002,"[""C25""]","[""Manufacturing""]"
d5b0e980-735e-4971-8c39-7b5af18658e9,true,0.016761,0.01941,0.250261,0.286432,"[""C13"",""C17"",""C22"",""C24"",""C25""]","[""Manufacturing""]"
9a74f72c-dc4c-42e2-ac54-5ac33b02e585,true,0.091466,0.009837,0.113955,0.215258,"[""C20"",""C24"",""C25""]","[""Manufacturing""]"
2c190f61-ad64-437c-9cd6-7aee695700c8,true,0.006533,0.009485,0.064703,0.080721,"[""J59"",""J63"",""M74""]","[""Information and communication"",""Professional, scientific and technical activities""]"
2b089ed1-f265-4922-98cc-5000fea499ae,true,0.018117,0.0179,0.060328,0.096345,"[""G47""]","[""Wholesale and retail trade; repair of motor vehicles and motorcycles""]"
a51efe97-7cb6-47bf-af91-7afba8184198,true,0.260983,0.008372,0.063948,0.333303,"[""A02""]","[""Agriculture, forestry and fishing""]"
c3c41f32-3591-4e65-861f-69e0774dd73b,true,0.008449,0.00909,0.163,0.180539,"[""C31"",""C32""]","[""Manufacturing""]"
55dbd9fe-7082-4d5a-8844-c2f7fb25f789,true,0.272435,0.02366,0.113589,0.409684,"[""C20"",""C23"",""N82""]","[""Administrative and support service activities"",""Manufacturing""]"
8721b049-7a01-40f7-a022-2957b1e00600,true,0.100319,0.000357,0.039935,0.14061099999999999,"[""H49"",""H51""]","[""Transportation and storage""]"
